MLSNUM,LISTPRICE,ZIP,BEDS,BATHS,SQFT,PHOTOURL
72048678,479900,1867,2,2,1325,http://media.mlspin.com/photo.aspx?mls=72048678
72048679,399000,2115,1,1,355,http://media.mlspin.com/photo.aspx?mls=72048679
72048715,439900,2474,2,2,1757,http://media.mlspin.com/photo.aspx?mls=72048715
72048722,460000,2129,2,1,692,http://media.mlspin.com/photo.aspx?mls=72048722
72048748,445000,2125,1,1,972,http://media.mlspin.com/photo.aspx?mls=72048748
72048756,394900,2155,2,1,1286,http://media.mlspin.com/photo.aspx?mls=72048756
72048759,379900,2155,2,1,953,http://media.mlspin.com/photo.aspx?mls=72048759
72048761,499000,2421,2,1.5,1440,http://media.mlspin.com/photo.aspx?mls=72048761
72048775,349000,2472,2,1,1317,http://media.mlspin.com/photo.aspx?mls=72048775
72048792,650000,1720,3,3.5,2588,http://media.mlspin.com/photo.aspx?mls=72048792
72048823,259900,2184,2,1,935,http://media.mlspin.com/photo.aspx?mls=72048823
72048843,234900,1970,1,1,842,http://media.mlspin.com/photo.aspx?mls=72048843
72048859,1399000,2108,2,2,1108,http://media.mlspin.com/photo.aspx?mls=72048859
72048870,299000,2131,3,1,1068,http://media.mlspin.com/photo.aspx?mls=72048870
72048882,269900,1845,2,2,990,http://media.mlspin.com/photo.aspx?mls=72048882
72048886,199000,2169,2,1,1288,http://media.mlspin.com/photo.aspx?mls=72048886
72048888,310000,1970,2,1,985,http://media.mlspin.com/photo.aspx?mls=72048888
72048955,250000,2150,2,1,1220,http://media.mlspin.com/photo.aspx?mls=72048955
72048970,138900,1560,3,1,868,http://media.mlspin.com/photo.aspx?mls=72048970
72049007,183000,1760,1,1,778,http://media.mlspin.com/photo.aspx?mls=72049007
72049017,1495000,2110,1,1,821,http://media.mlspin.com/photo.aspx?mls=72049017
72049026,79900,1826,1,1,605,http://media.mlspin.com/photo.aspx?mls=72049026
72049073,880000,2138,2,2,1491,http://media.mlspin.com/photo.aspx?mls=72049073
72049104,299900,1864,2,2,1373,http://media.mlspin.com/photo.aspx?mls=72049104
72049122,549000,2114,1,1,895,http://media.mlspin.com/photo.aspx?mls=72049122
72049190,149900,1103,2,2,976,http://media.mlspin.com/photo.aspx?mls=72049190
72049222,284900,2048,2,2,1284,http://media.mlspin.com/photo.aspx?mls=72049222
72049243,55000,1440,1,1,556,http://media.mlspin.com/photo.aspx?mls=72049243
72049277,126000,2720,2,1.5,1044,http://media.mlspin.com/photo.aspx?mls=72049277
72049344,219000,1545,3,2.5,1524,http://media.mlspin.com/photo.aspx?mls=72049344
72049358,179900,1864,2,1,792,http://media.mlspin.com/photo.aspx?mls=72049358
72049365,250000,1801,2,1,864,http://media.mlspin.com/photo.aspx?mls=72049365
72049388,259999,1854,2,2.5,1520,http://media.mlspin.com/photo.aspx?mls=72049388
72049477,255000,2122,1,1,685,http://media.mlspin.com/photo.aspx?mls=72049477
72049479,189900,1702,1,1,973,http://media.mlspin.com/photo.aspx?mls=72049479
72049492,154000,1852,2,1,797,http://media.mlspin.com/photo.aspx?mls=72049492
72049551,4100000,2110,3,3,2096,http://media.mlspin.com/photo.aspx?mls=72049551
72049564,659900,1949,3,2.5,3673,http://media.mlspin.com/photo.aspx?mls=72049564
72049570,259900,1721,2,1.5,1516,http://media.mlspin.com/photo.aspx?mls=72049570
72049646,249000,1060,2,1,1414,http://media.mlspin.com/photo.aspx?mls=72049646
72049672,359000,1760,1,1.5,875,http://media.mlspin.com/photo.aspx?mls=72049672
72049827,299000,1720,2,2,1144,http://media.mlspin.com/photo.aspx?mls=72049827
72049866,150000,2301,2,1.5,1163,http://media.mlspin.com/photo.aspx?mls=72049866
72049872,299900,1749,3,2.5,2375,http://media.mlspin.com/photo.aspx?mls=72049872
72049899,97500,1301,3,1,958,http://media.mlspin.com/photo.aspx?mls=72049899
72050007,289000,2169,2,2,960,http://media.mlspin.com/photo.aspx?mls=72050007
72050049,419900,2134,2,1,802,http://media.mlspin.com/photo.aspx?mls=72050049
72050109,315000,2184,3,2,1209,http://media.mlspin.com/photo.aspx?mls=72050109
72050134,1225000,2210,2,2,1214,http://media.mlspin.com/photo.aspx?mls=72050134
72050185,224900,1832,2,1.5,1328,http://media.mlspin.com/photo.aspx?mls=72050185
72050205,146600,2188,2,1,858,http://media.mlspin.com/photo.aspx?mls=72050205
72050316,625000,2127,2,2,1237,http://media.mlspin.com/photo.aspx?mls=72050316
72050317,449900,2081,3,2.5,2057,http://media.mlspin.com/photo.aspx?mls=72050317
72050332,134900,1602,2,1,1006,http://media.mlspin.com/photo.aspx?mls=72050332
72050403,274999,2048,2,2,1058,http://media.mlspin.com/photo.aspx?mls=72050403
72050408,479000,2130,2,1,1135,http://media.mlspin.com/photo.aspx?mls=72050408
72050466,109900,1588,3,1,1182,http://media.mlspin.com/photo.aspx?mls=72050466
72050476,185000,1536,2,1.5,1236,http://media.mlspin.com/photo.aspx?mls=72050476
72050517,520000,2116,1,1,541,http://media.mlspin.com/photo.aspx?mls=72050517
72050567,289000,1970,2,1.5,1241,http://media.mlspin.com/photo.aspx?mls=72050567
72050702,297000,2131,2,1,720,http://media.mlspin.com/photo.aspx?mls=72050702
72050712,849000,2116,1,1,744,http://media.mlspin.com/photo.aspx?mls=72050712
72050717,275000,1609,2,3,2090,http://media.mlspin.com/photo.aspx?mls=72050717
72050736,174900,1720,2,1,783,http://media.mlspin.com/photo.aspx?mls=72050736
72050770,698000,2066,2,2.5,2904,http://media.mlspin.com/photo.aspx?mls=72050770
72050772,259900,1841,3,3.5,2015,http://media.mlspin.com/photo.aspx?mls=72050772
72050826,149900,1821,2,1,800,http://media.mlspin.com/photo.aspx?mls=72050826
72050865,1000000,2109,2,2,1240,http://media.mlspin.com/photo.aspx?mls=72050865
72050875,289900,1923,2,1.5,1155,http://media.mlspin.com/photo.aspx?mls=72050875
72050878,5799000,2116,3,4,3300,http://media.mlspin.com/photo.aspx?mls=72050878
72050884,224900,1860,2,1.5,1216,http://media.mlspin.com/photo.aspx?mls=72050884
72050891,698000,2138,2,1,966,http://media.mlspin.com/photo.aspx?mls=72050891
72050915,415000,2128,1,1,873,http://media.mlspin.com/photo.aspx?mls=72050915
72050942,549000,2144,3,2,1228,http://media.mlspin.com/photo.aspx?mls=72050942
72051000,339900,1801,3,1.5,1540,http://media.mlspin.com/photo.aspx?mls=72051000
72051038,329000,2115,1,1,312,http://media.mlspin.com/photo.aspx?mls=72051038
72051080,339000,2115,1,1,448,http://media.mlspin.com/photo.aspx?mls=72051080
72051093,168000,1821,2,1,800,http://media.mlspin.com/photo.aspx?mls=72051093
72051155,249900,2184,1,1,817,http://media.mlspin.com/photo.aspx?mls=72051155
72051187,298900,1952,2,1.5,1161,http://media.mlspin.com/photo.aspx?mls=72051187
72051210,175000,2360,3,1.5,1269,http://media.mlspin.com/photo.aspx?mls=72051210
72051245,200000,1760,1,1,778,http://media.mlspin.com/photo.aspx?mls=72051245
72051253,528000,2467,1,1.5,854,http://media.mlspin.com/photo.aspx?mls=72051253
72051285,1375000,2459,3,3.5,2974,http://media.mlspin.com/photo.aspx?mls=72051285
72051336,225000,1721,2,2,1166,http://media.mlspin.com/photo.aspx?mls=72051336
72051349,989000,2129,2,1.5,1300,http://media.mlspin.com/photo.aspx?mls=72051349
72051354,230000,2148,1,1,730,http://media.mlspin.com/photo.aspx?mls=72051354
72051366,399000,2130,2,1,852,http://media.mlspin.com/photo.aspx?mls=72051366
72051406,989000,2139,2,2,1612,http://media.mlspin.com/photo.aspx?mls=72051406
72051407,300000,2169,2,2,1210,http://media.mlspin.com/photo.aspx?mls=72051407
72051428,635000,2127,2,1.5,1073,http://media.mlspin.com/photo.aspx?mls=72051428
72051431,419900,2141,2,1,715,http://media.mlspin.com/photo.aspx?mls=72051431
72051479,269900,1752,2,2.5,1835,http://media.mlspin.com/photo.aspx?mls=72051479
72051485,405000,2122,2,2,1035,http://media.mlspin.com/photo.aspx?mls=72051485
72051528,589900,2127,3,2,939,http://media.mlspin.com/photo.aspx?mls=72051528
72051548,239900,2072,2,1.5,1301,http://media.mlspin.com/photo.aspx?mls=72051548
72051558,110000,2370,2,1,765,http://media.mlspin.com/photo.aspx?mls=72051558
72051585,439900,2474,2,1,961,http://media.mlspin.com/photo.aspx?mls=72051585
72051596,489000,2129,1,1,588,http://media.mlspin.com/photo.aspx?mls=72051596
72051605,199900,1970,2,1,912,http://media.mlspin.com/photo.aspx?mls=72051605
72051616,1499999,2127,3,2.5,2200,http://media.mlspin.com/photo.aspx?mls=72051616
72051659,319000,2135,1,1,614,http://media.mlspin.com/photo.aspx?mls=72051659
72051665,225000,1754,2,1.5,2232,http://media.mlspin.com/photo.aspx?mls=72051665
72051667,309000,1880,2,2,1500,http://media.mlspin.com/photo.aspx?mls=72051667
72051688,444900,1876,3,2.5,2325,http://media.mlspin.com/photo.aspx?mls=72051688
72051689,139900,2360,2,1.5,903,http://media.mlspin.com/photo.aspx?mls=72051689
72051723,489900,2155,2,1,1200,http://media.mlspin.com/photo.aspx?mls=72051723
72051724,529900,2155,2,1,2000,http://media.mlspin.com/photo.aspx?mls=72051724
72051754,579000,2129,2,1,1028,http://media.mlspin.com/photo.aspx?mls=72051754
72051796,149900,1930,1,1,865,http://media.mlspin.com/photo.aspx?mls=72051796
72051800,147000,2190,1,1,680,http://media.mlspin.com/photo.aspx?mls=72051800
72051823,389000,2130,2,1,862,http://media.mlspin.com/photo.aspx?mls=72051823
72051859,305500,1826,2,2.5,1715,http://media.mlspin.com/photo.aspx?mls=72051859
72051930,369000,2420,1,2,1679,http://media.mlspin.com/photo.aspx?mls=72051930
72051991,650000,2142,1,1,801,http://media.mlspin.com/photo.aspx?mls=72051991
72052011,140000,1852,2,1,1030,http://media.mlspin.com/photo.aspx?mls=72052011
72052040,185000,1902,1,1,1026,http://media.mlspin.com/photo.aspx?mls=72052040
72052047,545000,1938,3,2.5,1992,http://media.mlspin.com/photo.aspx?mls=72052047
72052072,319900,1880,1,1,824,http://media.mlspin.com/photo.aspx?mls=72052072
72052075,359900,2453,2,2,1070,http://media.mlspin.com/photo.aspx?mls=72052075
72052123,349000,2043,2,2,1002,http://media.mlspin.com/photo.aspx?mls=72052123
72052137,315000,1970,2,1,1000,http://media.mlspin.com/photo.aspx?mls=72052137
72052139,519900,2155,3,2,1889,http://media.mlspin.com/photo.aspx?mls=72052139
72052158,245000,1876,2,1.5,1039,http://media.mlspin.com/photo.aspx?mls=72052158
72052192,265000,1862,2,1.5,1044,http://media.mlspin.com/photo.aspx?mls=72052192
72052208,249900,1754,3,1.5,1586,http://media.mlspin.com/photo.aspx?mls=72052208
72052220,169900,1810,2,1,835,http://media.mlspin.com/photo.aspx?mls=72052220
72052246,99900,1604,3,1,1500,http://media.mlspin.com/photo.aspx?mls=72052246
72052249,439000,2421,2,1,1188,http://media.mlspin.com/photo.aspx?mls=72052249
72052254,160000,2149,1,1,624,http://media.mlspin.com/photo.aspx?mls=72052254
72052315,949000,2129,2,2,1481,http://media.mlspin.com/photo.aspx?mls=72052315
72052361,929000,2445,3,2.5,1743,http://media.mlspin.com/photo.aspx?mls=72052361
72052459,310000,2134,1,1,465,http://media.mlspin.com/photo.aspx?mls=72052459
72052490,559000,2114,1,1,941,http://media.mlspin.com/photo.aspx?mls=72052490
72052527,235000,1748,2,1.5,1049,http://media.mlspin.com/photo.aspx?mls=72052527
72052598,329900,2351,3,2.5,1850,http://media.mlspin.com/photo.aspx?mls=72052598
72052669,240000,1832,3,2,1522,http://media.mlspin.com/photo.aspx?mls=72052669
72052721,147900,2021,1,1,754,http://media.mlspin.com/photo.aspx?mls=72052721
72052751,199900,2038,2,1.5,1034,http://media.mlspin.com/photo.aspx?mls=72052751
72052768,109900,1545,1,1,670,http://media.mlspin.com/photo.aspx?mls=72052768
72052772,169000,2148,1,1,516,http://media.mlspin.com/photo.aspx?mls=72052772
72052776,65000,1719,1,1,535,http://media.mlspin.com/photo.aspx?mls=72052776
72052805,439000,2114,0,1,638,http://media.mlspin.com/photo.aspx?mls=72052805
72052934,121900,1719,2,1,840,http://media.mlspin.com/photo.aspx?mls=72052934
72052996,229000,1960,1,1,888,http://media.mlspin.com/photo.aspx?mls=72052996
72053021,249900,2072,2,1.5,1120,http://media.mlspin.com/photo.aspx?mls=72053021
72053056,219900,1902,1,1,733,http://media.mlspin.com/photo.aspx?mls=72053056
72053113,219900,1824,2,2,1318,http://media.mlspin.com/photo.aspx?mls=72053113
72053138,199000,2053,2,2,894,http://media.mlspin.com/photo.aspx?mls=72053138
72053366,467900,2155,2,2,1229,http://media.mlspin.com/photo.aspx?mls=72053366
72053423,349000,2215,1,1,353,http://media.mlspin.com/photo.aspx?mls=72053423
72053425,106500,1075,2,1,858,http://media.mlspin.com/photo.aspx?mls=72053425
72053438,189900,1970,2,1,702,http://media.mlspin.com/photo.aspx?mls=72053438
72053440,295000,2115,0,1,300,http://media.mlspin.com/photo.aspx?mls=72053440
72053447,479900,1949,2,2.5,1624,http://media.mlspin.com/photo.aspx?mls=72053447
72053453,529000,2145,2,1,1089,http://media.mlspin.com/photo.aspx?mls=72053453
72053526,409000,2135,2,1,835,http://media.mlspin.com/photo.aspx?mls=72053526
72053614,169900,2190,1,1,680,http://media.mlspin.com/photo.aspx?mls=72053614
72053700,214900,2760,2,1.5,1217,http://media.mlspin.com/photo.aspx?mls=72053700
72053715,169900,3062,2,1.5,1800,http://media.mlspin.com/photo.aspx?mls=72053715
72053753,499000,2145,2,2,983,http://media.mlspin.com/photo.aspx?mls=72053753
72053811,148900,2190,1,1,680,http://media.mlspin.com/photo.aspx?mls=72053811
72053819,234900,2019,2,1,1218,http://media.mlspin.com/photo.aspx?mls=72053819
72053840,369900,2148,3,1.5,1776,http://media.mlspin.com/photo.aspx?mls=72053840
72053877,359900,2150,2,1,1178,http://media.mlspin.com/photo.aspx?mls=72053877
72053880,259900,1852,1,1,1009,http://media.mlspin.com/photo.aspx?mls=72053880
72053993,295000,1970,2,1.5,2201,http://media.mlspin.com/photo.aspx?mls=72053993
72054016,155900,1852,2,1,819,http://media.mlspin.com/photo.aspx?mls=72054016
72054021,329900,1880,2,2,1500,http://media.mlspin.com/photo.aspx?mls=72054021
72054090,171300,2190,2,1,765,http://media.mlspin.com/photo.aspx?mls=72054090
72054116,147500,1879,2,1,915,http://media.mlspin.com/photo.aspx?mls=72054116
72054144,269000,2169,2,1,867,http://media.mlspin.com/photo.aspx?mls=72054144
72054164,149999,2150,1,1,723,http://media.mlspin.com/photo.aspx?mls=72054164
72054176,269900,1867,2,2,1075,http://media.mlspin.com/photo.aspx?mls=72054176
72054203,850000,2116,1,1.5,837,http://media.mlspin.com/photo.aspx?mls=72054203
72054231,419000,2128,3,1,750,http://media.mlspin.com/photo.aspx?mls=72054231
72054255,499000,2478,3,2,1807,http://media.mlspin.com/photo.aspx?mls=72054255
72054295,125000,1950,2,1,721,http://media.mlspin.com/photo.aspx?mls=72054295
72054351,205000,1536,2,3,1696,http://media.mlspin.com/photo.aspx?mls=72054351
72054391,204000,1835,3,1.5,1280,http://media.mlspin.com/photo.aspx?mls=72054391
72054397,124000,1852,1,1,510,http://media.mlspin.com/photo.aspx?mls=72054397
72054497,355900,2169,3,1.5,1414,http://media.mlspin.com/photo.aspx?mls=72054497
72054514,104900,3874,1,1,372,http://media.mlspin.com/photo.aspx?mls=72054514
72054532,185000,1970,1,1,648,http://media.mlspin.com/photo.aspx?mls=72054532
72054555,499999,2127,2,1,750,http://media.mlspin.com/photo.aspx?mls=72054555
72054584,629000,2116,1,1,717,http://media.mlspin.com/photo.aspx?mls=72054584
72054616,500000,2139,1,1,604,http://media.mlspin.com/photo.aspx?mls=72054616
72054628,474900,2135,1,1,824,http://media.mlspin.com/photo.aspx?mls=72054628
72054648,350000,2062,2,2,1860,http://media.mlspin.com/photo.aspx?mls=72054648
72054658,299900,2180,2,1.5,1010,http://media.mlspin.com/photo.aspx?mls=72054658
72054676,249000,1970,2,2,1000,http://media.mlspin.com/photo.aspx?mls=72054676
72054683,88000,1588,3,1.5,1188,http://media.mlspin.com/photo.aspx?mls=72054683
72054711,624900,2143,2,2,1075,http://media.mlspin.com/photo.aspx?mls=72054711
72054743,199900,2151,2,1,965,http://media.mlspin.com/photo.aspx?mls=72054743
72054760,299900,2359,2,1.5,1188,http://media.mlspin.com/photo.aspx?mls=72054760
72054817,429900,2451,2,2,1350,http://media.mlspin.com/photo.aspx?mls=72054817
72054819,779000,2446,2,1,992,http://media.mlspin.com/photo.aspx?mls=72054819
72054837,319900,1906,2,2,1377,http://media.mlspin.com/photo.aspx?mls=72054837
72055029,375000,2026,3,2.5,1722,http://media.mlspin.com/photo.aspx?mls=72055029
72055078,1089000,2210,1,1,1263,http://media.mlspin.com/photo.aspx?mls=72055078
72055097,345000,2150,2,2,1023,http://media.mlspin.com/photo.aspx?mls=72055097
72055120,125000,1851,2,1.5,1272,http://media.mlspin.com/photo.aspx?mls=72055120
72055124,125000,2148,0,1,283,http://media.mlspin.com/photo.aspx?mls=72055124
72055131,198000,2184,2,1,850,http://media.mlspin.com/photo.aspx?mls=72055131
72055205,84900,1832,1,1,523,http://media.mlspin.com/photo.aspx?mls=72055205
72055283,449000,2113,1,1,410,http://media.mlspin.com/photo.aspx?mls=72055283
72055319,599900,2141,2,2,775,http://media.mlspin.com/photo.aspx?mls=72055319
72055341,529000,2129,1,1,764,http://media.mlspin.com/photo.aspx?mls=72055341
72055379,119900,2532,1,1,404,http://media.mlspin.com/photo.aspx?mls=72055379
72055387,500000,2143,2,1,1000,http://media.mlspin.com/photo.aspx?mls=72055387
72055450,354900,1915,3,1,1180,http://media.mlspin.com/photo.aspx?mls=72055450
72055451,208000,1890,1,1,613,http://media.mlspin.com/photo.aspx?mls=72055451
72055455,110000,1854,1,1,760,http://media.mlspin.com/photo.aspx?mls=72055455
72055496,250000,1863,2,1.5,1417,http://media.mlspin.com/photo.aspx?mls=72055496
72055497,247000,2019,2,2,1820,http://media.mlspin.com/photo.aspx?mls=72055497
72055505,199900,1835,2,2,1605,http://media.mlspin.com/photo.aspx?mls=72055505
72055574,189900,1566,2,1.5,1446,http://media.mlspin.com/photo.aspx?mls=72055574
72055586,189900,2571,2,1.5,1194,http://media.mlspin.com/photo.aspx?mls=72055586
72055631,199900,1760,1,1,759,http://media.mlspin.com/photo.aspx?mls=72055631
72055673,229900,1970,2,1,763,http://media.mlspin.com/photo.aspx?mls=72055673
72055768,259000,1867,2,2,1040,http://media.mlspin.com/photo.aspx?mls=72055768
72055833,485000,2125,2,1,1050,http://media.mlspin.com/photo.aspx?mls=72055833
72055891,899000,2210,1,1,800,http://media.mlspin.com/photo.aspx?mls=72055891
72055892,869000,2210,1,1,820,http://media.mlspin.com/photo.aspx?mls=72055892
72055893,759000,2210,1,1,820,http://media.mlspin.com/photo.aspx?mls=72055893
72055894,2682000,2210,4,2.5,2110,http://media.mlspin.com/photo.aspx?mls=72055894
72055896,590000,2210,0,1,572,http://media.mlspin.com/photo.aspx?mls=72055896
72055897,2787000,2210,3,3,2099,http://media.mlspin.com/photo.aspx?mls=72055897
72055900,1350000,2210,2,2,1056,http://media.mlspin.com/photo.aspx?mls=72055900
72055902,530000,2210,0,1,522,http://media.mlspin.com/photo.aspx?mls=72055902
72055904,749000,2210,1,1,687,http://media.mlspin.com/photo.aspx?mls=72055904
72055907,74900,2360,2,1,735,http://media.mlspin.com/photo.aspx?mls=72055907
72055909,650000,2210,0,1,579,http://media.mlspin.com/photo.aspx?mls=72055909
72055911,525000,2210,0,1,466,http://media.mlspin.com/photo.aspx?mls=72055911
72055920,109900,1830,2,1,884,http://media.mlspin.com/photo.aspx?mls=72055920
72055954,1200000,2210,2,2,1043,http://media.mlspin.com/photo.aspx?mls=72055954
72055956,1135000,2210,2,2,1043,http://media.mlspin.com/photo.aspx?mls=72055956
72056029,214900,2038,3,1.5,1124,http://media.mlspin.com/photo.aspx?mls=72056029
72056149,199000,2169,2,1,803,http://media.mlspin.com/photo.aspx?mls=72056149
72056462,1049000,2116,1,1.5,930,http://media.mlspin.com/photo.aspx?mls=72056462
72056667,399000,2135,2,1,700,http://media.mlspin.com/photo.aspx?mls=72056667
72056711,297000,1950,2,2,1170,http://media.mlspin.com/photo.aspx?mls=72056711
72056730,60000,1022,3,2,1348,http://media.mlspin.com/photo.aspx?mls=72056730
72056791,179900,1970,1,1,772,http://media.mlspin.com/photo.aspx?mls=72056791
72056841,209900,2038,2,1.5,1012,http://media.mlspin.com/photo.aspx?mls=72056841
72057038,62000,6082,1,1,926,http://media.mlspin.com/photo.aspx?mls=72057038
72057089,309000,2151,2,2,965,http://media.mlspin.com/photo.aspx?mls=72057089
72057107,675000,2138,3,1,1417,http://media.mlspin.com/photo.aspx?mls=72057107
72057109,279900,1923,2,1.5,1147,http://media.mlspin.com/photo.aspx?mls=72057109
72057221,124900,2360,2,1,895,http://media.mlspin.com/photo.aspx?mls=72057221
72057307,239900,1844,2,1.5,1595,http://media.mlspin.com/photo.aspx?mls=72057307
72057336,74900,1826,1,1,620,http://media.mlspin.com/photo.aspx?mls=72057336
72057389,440000,2472,2,2,1215,http://media.mlspin.com/photo.aspx?mls=72057389
72057442,339000,2134,3,1,845,http://media.mlspin.com/photo.aspx?mls=72057442
72057472,189900,1001,2,1.5,1428,http://media.mlspin.com/photo.aspx?mls=72057472
72057545,42000,1105,1,1,800,http://media.mlspin.com/photo.aspx?mls=72057545
72057679,759000,2129,2,2.5,1345,http://media.mlspin.com/photo.aspx?mls=72057679
72057686,519000,2114,1,1,879,http://media.mlspin.com/photo.aspx?mls=72057686
72057808,275000,2149,2,1,1090,http://media.mlspin.com/photo.aspx?mls=72057808
72057893,322500,2135,1,1,585,http://media.mlspin.com/photo.aspx?mls=72057893
72058135,99000,1844,2,1,670,http://media.mlspin.com/photo.aspx?mls=72058135
72058184,239000,2472,2,1,650,http://media.mlspin.com/photo.aspx?mls=72058184
72058238,1279000,2459,3,4.5,3273,http://media.mlspin.com/photo.aspx?mls=72058238
72058304,695000,2141,1,1.5,953,http://media.mlspin.com/photo.aspx?mls=72058304
72058424,319000,2131,3,1,974,http://media.mlspin.com/photo.aspx?mls=72058424
72058469,465000,2215,1,1,558,http://media.mlspin.com/photo.aspx?mls=72058469
72058536,259900,2184,2,2,888,http://media.mlspin.com/photo.aspx?mls=72058536
72058667,199999,2375,1,1.5,1286,http://media.mlspin.com/photo.aspx?mls=72058667
72058758,199900,1970,2,2,904,http://media.mlspin.com/photo.aspx?mls=72058758
72058927,550000,2452,2,2,1585,http://media.mlspin.com/photo.aspx?mls=72058927
72059007,198500,1923,1,1,517,http://media.mlspin.com/photo.aspx?mls=72059007
72059054,1065888,2110,1,1,780,http://media.mlspin.com/photo.aspx?mls=72059054
72059080,489900,1876,2,2.5,2120,http://media.mlspin.com/photo.aspx?mls=72059080
72059279,89900,2048,1,1,625,http://media.mlspin.com/photo.aspx?mls=72059279
72059414,159900,1606,2,1.5,1453,http://media.mlspin.com/photo.aspx?mls=72059414
72059435,64900,1702,0,1,417,http://media.mlspin.com/photo.aspx?mls=72059435
72059443,244900,1566,3,2,1783,http://media.mlspin.com/photo.aspx?mls=72059443
72059595,2250000,2138,3,3.5,2357,http://media.mlspin.com/photo.aspx?mls=72059595
72059635,1150000,2461,4,4,2925,http://media.mlspin.com/photo.aspx?mls=72059635
72059848,129900,3079,2,1,932,http://media.mlspin.com/photo.aspx?mls=72059848
72060002,259000,2136,1,1,952,http://media.mlspin.com/photo.aspx?mls=72060002
72060124,309900,1821,2,2,1397,http://media.mlspin.com/photo.aspx?mls=72060124
72060237,299900,2124,2,1,1000,http://media.mlspin.com/photo.aspx?mls=72060237
72060378,175000,1760,1,1,778,http://media.mlspin.com/photo.aspx?mls=72060378
72060742,287500,1464,3,1.5,1997,http://media.mlspin.com/photo.aspx?mls=72060742
72061080,89900,1702,1,1,651,http://media.mlspin.com/photo.aspx?mls=72061080
72062027,214000,1945,2,1,700,http://media.mlspin.com/photo.aspx?mls=72062027
72062040,159900,1902,2,1,1042,http://media.mlspin.com/photo.aspx?mls=72062040
72062124,269000,2135,1,1,483,http://media.mlspin.com/photo.aspx?mls=72062124
72062131,1195000,2116,2,2,1175,http://media.mlspin.com/photo.aspx?mls=72062131
72062386,315000,2130,2,1,764,http://media.mlspin.com/photo.aspx?mls=72062386
72062438,69900,1085,2,1,774,http://media.mlspin.com/photo.aspx?mls=72062438
72062479,779000,2127,2,2,1001,http://media.mlspin.com/photo.aspx?mls=72062479
72062662,995000,2446,2,2,1450,http://media.mlspin.com/photo.aspx?mls=72062662
72062664,332900,1741,1,1,756,http://media.mlspin.com/photo.aspx?mls=72062664
72062675,315000,2130,1,1,582,http://media.mlspin.com/photo.aspx?mls=72062675
72062847,389000,1944,2,1,800,http://media.mlspin.com/photo.aspx?mls=72062847
72062909,1199000,2464,4,4.5,3613,http://media.mlspin.com/photo.aspx?mls=72062909
72062969,774900,2139,2,2,1047,http://media.mlspin.com/photo.aspx?mls=72062969
72063340,369000,2155,2,2,1192,http://media.mlspin.com/photo.aspx?mls=72063340
72063443,189900,2043,1,1,748,http://media.mlspin.com/photo.aspx?mls=72063443
72063482,329000,2135,1,1,530,http://media.mlspin.com/photo.aspx?mls=72063482
72063951,815000,2446,2,1,992,http://media.mlspin.com/photo.aspx?mls=72063951
72064275,194900,1810,2,1,1007,http://media.mlspin.com/photo.aspx?mls=72064275
72064508,219900,1824,2,1,1211,http://media.mlspin.com/photo.aspx?mls=72064508
72064518,524000,2144,2,1,978,http://media.mlspin.com/photo.aspx?mls=72064518
72064690,322500,2171,2,2.5,1550,http://media.mlspin.com/photo.aspx?mls=72064690
72065278,169900,1581,1,1,673,http://media.mlspin.com/photo.aspx?mls=72065278
72065718,359000,2125,2,1,758,http://media.mlspin.com/photo.aspx?mls=72065718
72065804,5400000,2110,3,4.5,2773,http://media.mlspin.com/photo.aspx?mls=72065804
72066053,290000,2169,2,1,940,http://media.mlspin.com/photo.aspx?mls=72066053
72068401,279900,2180,2,1.5,1010,http://media.mlspin.com/photo.aspx?mls=72068401
72068640,220000,1451,2,1,960,http://media.mlspin.com/photo.aspx?mls=72068640
72069369,349000,2771,3,2.5,1850,http://media.mlspin.com/photo.aspx?mls=72069369
72070883,274999,1970,2,1,1030,http://media.mlspin.com/photo.aspx?mls=72070883
72072761,245000,2136,4,2.5,1793,http://media.mlspin.com/photo.aspx?mls=72072761
72074820,399900,1845,3,2.5,1850,http://media.mlspin.com/photo.aspx?mls=72074820
71905436,229900,1001,2,1.5,1300,http://media.mlspin.com/photo.aspx?mls=71905436
71927418,229900,1001,2,1.5,1300,http://media.mlspin.com/photo.aspx?mls=71927418
71927420,229900,1001,2,1.5,1300,http://media.mlspin.com/photo.aspx?mls=71927420
71959318,179000,1001,2,1.5,1659,http://media.mlspin.com/photo.aspx?mls=71959318
71991414,229900,1001,2,2.5,1659,http://media.mlspin.com/photo.aspx?mls=71991414
72005776,107900,1001,2,1.5,892,http://media.mlspin.com/photo.aspx?mls=72005776
72033498,205000,1001,2,1.5,1300,http://media.mlspin.com/photo.aspx?mls=72033498
72047460,124900,1001,3,1.5,1222,http://media.mlspin.com/photo.aspx?mls=72047460
72050678,174900,1001,2,1,1130,http://media.mlspin.com/photo.aspx?mls=72050678
72052616,129900,1001,2,1.5,960,http://media.mlspin.com/photo.aspx?mls=72052616
72054796,110000,1001,2,1.5,865,http://media.mlspin.com/photo.aspx?mls=72054796
72067999,179900,1001,2,2.5,1288,http://media.mlspin.com/photo.aspx?mls=72067999
72068935,164900,1001,2,1.5,1428,http://media.mlspin.com/photo.aspx?mls=72068935
72020400,99900,1002,1,1,704,http://media.mlspin.com/photo.aspx?mls=72020400
